Timestamp,Milliseconds,X,Y,Z
2020-05-25 08:01:43,1,-0.11117554,-0.06498718,-0.02619934
2020-05-25 08:01:43,11,-0.11117554,-0.06498718,-0.02619934
2020-05-25 08:01:43,22,0.062454224,0.10865784,-0.025665283
2020-05-25 08:01:43,31,0.0640564,0.06391907,-0.036865234
2020-05-25 08:01:43,41,0.028900146,-0.052200317,-0.04963684
2020-05-25 08:01:43,52,-0.009979248,-0.15126038,-0.04963684
2020-05-25 08:01:43,61,-0.047790527,-0.25726318,-0.058166504
2020-05-25 08:01:43,71,-0.097854614,-0.36592102,-0.09011841
2020-05-25 08:01:43,81,-0.11703491,-0.38882446,-0.11036682
2020-05-25 08:01:43,92,-0.11331177,-0.30200195,-0.11781311
2020-05-25 08:01:43,101,-0.047790527,-0.07722473,-0.08319092
2020-05-25 08:01:43,111,0.014526367,0.07829285,-0.04324341
2020-05-25 08:01:43,121,0.09068298,0.23542786,0.020126343
2020-05-25 08:01:43,132,0.1194458,0.24873352,0.05102539
2020-05-25 08:01:43,141,0.11785889,0.1560669,0.063812256
2020-05-25 08:01:43,154,0.069381714,0.018112183,0.05102539
2020-05-25 08:01:44,163,0.021987915,-0.055923462,0.038238525
2020-05-25 08:01:44,171,-0.026489258,-0.10598755,0.028121948
2020-05-25 08:01:44,181,-0.07229614,-0.12677002,0.019073486
2020-05-25 08:01:44,192,-0.078689575,-0.09693909,0.019607544
2020-05-25 08:01:44,207,-0.07336426,-0.07243347,0.02279663
2020-05-25 08:01:44,211,-0.02116394,0.036224365,0.038238525
2020-05-25 08:01:44,221,0.012390137,0.07296753,0.05102539
2020-05-25 08:01:44,231,0.018249512,0.06817627,0.06060791
2020-05-25 08:01:44,242,-0.0046539307,0.031951904,0.068603516
2020-05-25 08:01:44,251,-0.038208008,-0.0037231445,0.06967163
2020-05-25 08:01:44,261,-0.09945679,-0.0665741,0.0712738
2020-05-25 08:01:44,271,-0.1351471,-0.104400635,0.06967163
2020-05-25 08:01:44,281,-0.16070557,-0.13848877,0.061676025
2020-05-25 08:01:44,292,-0.15965271,-0.14221191,0.056884766
2020-05-25 08:01:44,301,-0.1394043,-0.11558533,0.056884766
2020-05-25 08:01:44,311,-0.11331177,-0.07829285,0.06434631
2020-05-25 08:01:44,322,-0.06536865,-0.004257202,0.07765198
2020-05-25 08:01:44,331,-0.03767395,0.029296875,0.082977295
2020-05-25 08:01:44,341,-0.02116394,0.03302002,0.082458496
2020-05-25 08:01:44,351,-0.0259552,0.018112183,0.07232666
2020-05-25 08:01:44,362,-0.050460815,-0.01864624,0.044631958
2020-05-25 08:01:44,371,-0.062179565,-0.034622192,0.033981323
2020-05-25 08:01:44,381,-0.097335815,-0.08894348,0.007888794
2020-05-25 08:01:44,391,-0.10585022,-0.12835693,-0.010757446
2020-05-25 08:01:44,402,-0.07336426,-0.13742065,-0.01928711
2020-05-25 08:01:44,411,-0.038742065,-0.1257019,-0.023544312
2020-05-25 08:01:44,421,0.01612854,-0.08682251,-0.03312683
2020-05-25 08:01:44,431,0.040618896,-0.059127808,-0.03845215
2020-05-25 08:01:44,441,0.055007935,-0.023971558,-0.04270935
2020-05-25 08:01:44,452,0.054473877,-0.0154418945,-0.041122437
2020-05-25 08:01:44,461,0.031036377,-0.012786865,-0.025146484
2020-05-25 08:01:44,471,0.015594482,-0.028762817,-0.0118255615
2020-05-25 08:01:44,482,0.0012054443,-0.052200317,0.0030822754
2020-05-25 08:01:44,491,-0.004119873,-0.06124878,0.010009766
2020-05-25 08:01:44,501,-0.011581421,-0.06071472,0.0116119385
2020-05-25 08:01:44,511,-0.026489258,-0.04899597,0.0041503906
2020-05-25 08:01:44,521,-0.04246521,-0.036743164,-0.0075683594
2020-05-25 08:01:44,531,-0.06750488,-0.024505615,-0.020339966
2020-05-25 08:01:44,541,-0.07548523,-0.0234375,-0.014480591
2020-05-25 08:01:44,551,-0.071762085,-0.020767212,-0.009155273
2020-05-25 08:01:44,562,-0.031814575,0.015975952,0.026519775
2020-05-25 08:01:44,571,-0.021697998,0.03302002,0.044631958
2020-05-25 08:01:44,582,-0.04460144,0.02557373,0.062210083
2020-05-25 08:01:44,591,-0.08081055,0.004257202,0.06541443
2020-05-25 08:01:44,601,-0.12023926,-0.021835327,0.06593323
2020-05-25 08:01:44,611,-0.16870117,-0.04899597,0.06967163
