window_index,accel_mag_max,accel_mag_p95,gyro_mag_max,gyro_mag_p95,jerk_abs_max,jerk_abs_p95,anomaly_score,is_abnormal
1.150000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.160000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.170000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.180000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.190000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.200000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.210000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.220000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.230000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.240000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.250000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.260000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.270000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.280000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.290000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.300000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.310000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.320000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.330000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.340000000000000000e+02,1.018515682220458984e+01,1.018515682220458984e+01,2.995730340480804443e-01,2.995730340480804443e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.559728020662352943e-01,0.000000000000000000e+00
1.350000000000000000e+02,1.689214897155761719e+01,1.294588756561279297e+01,5.242117404937744141e+00,4.406745910644531250e+00,2.862904663085937500e+02,1.577335510253906250e+02,1.418798391753136601e+00,1.000000000000000000e+00
