window_index,accel_mag_max,accel_mag_p95,gyro_mag_max,gyro_mag_p95,jerk_abs_max,jerk_abs_p95,anomaly_score,is_abnormal
1.000000000000000000e+01,1.202885818481445312e+01,1.134680080413818359e+01,3.054104745388031006e-01,2.845396101474761963e-01,9.080242919921875000e+01,5.629606628417968750e+01,8.421934927591093745e-01,0.000000000000000000e+00
1.100000000000000000e+01,1.202885818481445312e+01,1.126097297668457031e+01,3.054104745388031006e-01,2.845396101474761963e-01,9.080242919921875000e+01,5.664337921142578125e+01,8.358230947035866221e-01,0.000000000000000000e+00
1.200000000000000000e+01,1.156933689117431641e+01,1.101211738586425781e+01,2.222230434417724609e-01,1.944877207279205322e-01,8.832211303710937500e+01,6.171649551391601562e+01,8.173522884522638199e-01,0.000000000000000000e+00
1.300000000000000000e+01,1.186917114257812500e+01,1.120662403106689453e+01,1.954479068517684937e-01,1.438502073287963867e-01,1.114193420410156250e+02,7.105525970458984375e+01,8.317891534079192573e-01,0.000000000000000000e+00
1.400000000000000000e+01,1.620451736450195312e+01,1.180389213562011719e+01,5.933412313461303711e-01,2.153656631708145142e-01,5.804560546875000000e+02,1.348423614501953125e+02,1.070293321946511389e+00,1.000000000000000000e+00
1.500000000000000000e+01,1.620451736450195312e+01,1.194818973541259766e+01,5.933412313461303711e-01,2.228209078311920166e-01,5.804560546875000000e+02,1.373403320312500000e+02,1.070293321946511389e+00,1.000000000000000000e+00
1.600000000000000000e+01,1.234789180755615234e+01,1.167022705078125000e+01,2.268389314413070679e-01,1.524884849786758423e-01,1.369261322021484375e+02,9.272930145263671875e+01,8.661991561185078403e-01,0.000000000000000000e+00
1.700000000000000000e+01,1.203973102569580078e+01,1.107008075714111328e+01,2.268389314413070679e-01,1.420316696166992188e-01,1.197769622802734375e+02,7.144593811035156250e+01,8.216545032307187579e-01,0.000000000000000000e+00
1.800000000000000000e+01,1.293055534362792969e+01,1.204209613800048828e+01,2.902549803256988525e-01,2.054439336061477661e-01,1.967286987304687500e+02,1.440816955566406250e+02,8.938003919928604324e-01,0.000000000000000000e+00
1.900000000000000000e+01,1.293055534362792969e+01,1.187141704559326172e+01,2.902549803256988525e-01,2.054439336061477661e-01,1.967286987304687500e+02,1.472193450927734375e+02,8.811320792713598360e-01,0.000000000000000000e+00
2.000000000000000000e+01,1.186006927490234375e+01,1.142440795898437500e+01,1.955382227897644043e-01,1.315617859363555908e-01,1.778664550781250000e+02,7.960538482666015625e+01,8.479537279065505473e-01,0.000000000000000000e+00
2.100000000000000000e+01,1.282475662231445312e+01,1.199185562133789062e+01,4.150106310844421387e-01,2.701406180858612061e-01,9.953746795654296875e+01,6.212014389038085938e+01,8.900713905821135974e-01,0.000000000000000000e+00
2.200000000000000000e+01,1.282475662231445312e+01,1.221588897705078125e+01,4.150106310844421387e-01,2.701406180858612061e-01,1.485777435302734375e+02,8.532505035400390625e+01,9.066998163030949298e-01,0.000000000000000000e+00
2.300000000000000000e+01,1.406685066223144531e+01,1.188067150115966797e+01,3.516767919063568115e-01,2.497555911540985107e-01,2.736135864257812500e+02,1.462123718261718750e+02,8.818189726425921249e-01,0.000000000000000000e+00
2.400000000000000000e+01,1.424006366729736328e+01,1.252483844757080078e+01,5.595227479934692383e-01,3.219765722751617432e-01,3.493747558593750000e+02,1.779306335449218750e+02,9.296309700401411691e-01,0.000000000000000000e+00
2.500000000000000000e+01,1.424006366729736328e+01,1.250763893127441406e+01,5.595227479934692383e-01,3.215332627296447754e-01,4.535477294921875000e+02,2.116809692382812500e+02,1.003504156785637758e+00,1.000000000000000000e+00
2.600000000000000000e+01,1.419662570953369141e+01,1.173720550537109375e+01,3.934039771556854248e-01,2.163336575031280518e-01,4.535477294921875000e+02,1.620699462890625000e+02,8.711704973436094068e-01,0.000000000000000000e+00
2.700000000000000000e+01,1.157270908355712891e+01,1.103254127502441406e+01,1.984218358993530273e-01,1.546731144189834595e-01,1.369384765625000000e+02,9.421479034423828125e+01,8.188682105914136811e-01,0.000000000000000000e+00
2.800000000000000000e+01,1.390057468414306641e+01,1.214961051940917969e+01,5.137225985527038574e-01,3.990094363689422607e-01,1.962665557861328125e+02,1.171319198608398438e+02,9.017804309451084022e-01,0.000000000000000000e+00
2.900000000000000000e+01,1.530366516113281250e+01,1.308332252502441406e+01,5.605366826057434082e-01,4.219573140144348145e-01,1.962665557861328125e+02,1.273327941894531250e+02,9.710833286353031113e-01,0.000000000000000000e+00
3.000000000000000000e+01,1.550243949890136719e+01,1.334571266174316406e+01,5.687386989593505859e-01,4.864346385002136230e-01,3.232046508789062500e+02,1.700218048095703125e+02,9.905587093635971341e-01,0.000000000000000000e+00
3.100000000000000000e+01,1.649326896667480469e+01,1.354140758514404297e+01,6.652382016181945801e-01,5.277240872383117676e-01,3.232046508789062500e+02,2.326009063720703125e+02,1.102678135197557419e+00,1.000000000000000000e+00
3.200000000000000000e+01,1.649326896667480469e+01,1.274769783020019531e+01,6.652382016181945801e-01,4.276271462440490723e-01,3.076571350097656250e+02,1.977114715576171875e+02,9.461722599676366530e-01,0.000000000000000000e+00
3.300000000000000000e+01,1.117652416229248047e+01,1.059083461761474609e+01,1.177444159984588623e-01,1.015030965209007263e-01,8.483757781982421875e+01,5.471784210205078125e+01,7.860834213807729176e-01,0.000000000000000000e+00
3.400000000000000000e+01,1.080279445648193359e+01,1.027605819702148438e+01,8.520112931728363037e-02,6.206915900111198425e-02,8.483757781982421875e+01,2.595013046264648438e+01,7.627197739815019251e-01,0.000000000000000000e+00
3.500000000000000000e+01,1.082417964935302734e+01,1.027605819702148438e+01,3.469788134098052979e-01,8.557110279798507690e-02,6.509971618652343750e+01,1.932377243041992188e+01,7.627197739815019251e-01,0.000000000000000000e+00
3.600000000000000000e+01,1.257718849182128906e+01,1.049166011810302734e+01,3.469788134098052979e-01,9.198747575283050537e-02,1.304573516845703125e+02,4.625168609619140625e+01,7.787223934066191955e-01,0.000000000000000000e+00
3.700000000000000000e+01,1.257718849182128906e+01,9.986278533935546875e+00,1.429844051599502563e-01,4.323960095643997192e-02,1.304573516845703125e+02,1.887184524536132812e+01,7.412114606870711109e-01,0.000000000000000000e+00
3.800000000000000000e+01,9.421703338623046875e+00,9.421703338623046875e+00,4.320773482322692871e-02,4.320773482322692871e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.993070011065360969e-01,0.000000000000000000e+00
